0.2281	0.1401	0.6069
0.1719	0.2512	0.2114
0.2419	0.2391	0.2951
0.2513	0.1540	0.4778
0.1740	0.2475	0.2204
0.2549	0.2104	0.3019
0.5353	0.1706	0.1614
0.1835	0.2621	0.1757
0.3159	0.2082	0.1745
0.6200	0.1600	0.1360
0.2181	0.2507	0.1605
0.3201	0.1855	0.1685
0.6211	0.1473	0.1341
0.2320	0.2502	0.1711
0.3057	0.1878	0.1822
