5.3603	0.0000
4.4648	0.2960
4.7492	0.1982
4.1977	0.4020
4.6174	0.2416
4.5574	0.2580
5.0217	0.1091
4.8679	0.1540
5.1081	0.0829
1.3679	0.8590
5.2382	0.0450
1.1480	0.9434
1.4409	0.8348
1.5140	0.8138
5.3603	0.0000
4.3002	0.3573
1.3368	0.8739
4.4157	0.3197
0.3681	2.2334
0.5621	1.6665
4.3842	0.3241
1.0729	1.0055
0.5284	1.7391
5.2884	0.0255
1.0992	0.9631
3.9710	0.5095
0.7858	1.2854
1.3028	0.8844
2.1043	0.5841
1.0390	1.0361
1.3719	0.8527
2.0436	0.6112
5.1393	0.0731
0.7381	1.3499
1.1275	0.9509
5.1689	0.0635
1.0916	0.9778
4.3299	0.3499
1.9263	0.7066
4.4383	0.3066
1.4109	0.8451
1.0169	1.0550
4.3539	0.3348
0.9871	1.0775
1.6892	0.7097
1.6121	0.7510
0.8757	1.1835
0.6738	1.4360
0.6192	1.5381
2.1412	0.5597
1.9521	0.6970
4.9319	0.1347
0.7148	1.3734
1.9650	0.6597
0.6104	1.5664
1.2174	0.8925
2.2184	0.5189
4.9545	0.1280
0.7978	1.2659
0.5356	1.7080
5.0848	0.0970
2.0122	0.6512
4.6126	0.2563
0.9702	1.1095
4.2620	0.3766
0.3072	2.4748
4.5048	0.2897
4.0334	0.4777
5.2660	0.0354
5.2047	0.0507
1.0520	1.0144
0.6294	1.5137
1.1735	0.9295
2.1142	0.5634
0.9817	1.0994
0.1999	3.3170
4.2768	0.3679
1.4587	0.8236
1.5261	0.8000
2.2184	0.5189
4.0786	0.4544
2.0143	0.6383
4.2267	0.3912
0.4659	1.9049
4.7603	0.1967
0.2165	3.0825
4.6406	0.2340
0.5658	1.6335
2.0637	0.5874
0.2121	3.1058
0.2435	2.8045
0.3211	2.4185
0.7334	1.3628
4.1072	0.4435
0.9206	1.1567
4.0596	0.4654
1.9544	0.6704
0.5457	1.6921
2.1547	0.5354
0.6400	1.4927
4.7908	0.1853
0.6600	1.4590
0.4348	1.9793
0.2939	2.5176
4.5195	0.2746
4.8281	0.1755
0.4328	2.0246
0.2914	2.5676
0.3475	2.3155
0.8694	1.2049
4.1365	0.4281
0.7522	1.3252
0.2036	3.1951
1.5667	0.7728
3.9855	0.5015
0.7143	1.3921
0.3022	2.5079
0.4257	2.0332
0.5918	1.5896
4.9913	0.1194
0.4155	2.0595
0.2722	2.6493
0.8195	1.2375
0.9275	1.1230
0.6538	1.4705
0.2782	2.6336
0.2084	3.1666
0.6992	1.4153
0.4931	1.8115
1.5969	0.7700
0.2657	2.6810
0.2529	2.7753
0.4059	2.0743
5.3226	0.0140
0.5857	1.6137
4.6743	0.2217
4.7098	0.2098
0.4928	1.8458
0.3488	2.2687
0.3892	2.1232
0.9012	1.1648
0.2234	2.8851
0.2234	3.0093
0.4406	1.9662
1.6580	0.7370
4.9032	0.1493
0.5020	1.7783
0.8396	1.2162
4.0024	0.4906
0.2104	3.1263
0.4770	1.8590
5.0474	0.0974
0.2027	3.2163
0.9455	1.1132
4.5505	0.2622
4.1665	0.4152
0.3604	2.2687
0.2825	2.5998
1.5531	0.7882
0.7718	1.3005
0.4058	2.1116
5.1802	0.0601
0.3147	2.4407
0.3877	2.1562
0.5108	1.7526
0.3271	2.3820
4.8325	0.1737
0.2829	2.5817
0.2601	2.7168
0.3710	2.1811
0.2325	2.8226
1.6855	0.7337
0.2184	3.0176
0.4506	1.9383
0.3340	2.3484
