5.3603	0.0000
1.4951	0.7225
5.1862	0.0580
4.9431	0.1323
0.9315	1.1460
4.2189	0.3765
5.0146	0.1079
0.5157	2.0259
4.7046	0.2055
0.4051	2.7671
4.8967	0.1446
3.5978	0.6694
0.8975	1.1686
4.2797	0.3602
4.6797	0.2176
4.7673	0.1862
5.1340	0.0754
4.3883	0.3195
3.8138	0.5464
4.9813	0.1213
3.6160	0.6537
1.0825	0.9930
5.0907	0.0936
4.0451	0.4453
4.5143	0.2792
4.4587	0.2901
4.3102	0.3516
4.6396	0.2310
0.5414	1.9307
5.3603	0.0000
4.4133	0.3148
5.2450	0.0437
0.5995	1.7434
4.7996	0.1775
0.4626	2.2440
4.9586	0.1265
0.8337	1.2712
0.5087	2.0465
3.7203	0.5853
4.3587	0.3284
4.7406	0.2007
3.8903	0.5012
0.5657	1.8493
1.4702	0.7326
3.9682	0.4668
3.9376	0.4881
0.6160	1.7065
1.2536	0.8688
0.5256	1.9907
3.6428	0.6333
5.2139	0.0491
4.2495	0.3702
5.1709	0.0715
0.4253	2.5240
3.7600	0.5759
0.7210	1.4463
4.5843	0.2514
4.1879	0.3819
0.4289	2.4620
0.4903	2.1021
1.7197	0.6866
1.3665	0.7860
1.4347	0.7461
1.1534	0.9302
4.0585	0.4315
0.4133	2.5938
5.3420	0.0128
3.8506	0.5206
4.0979	0.4159
0.7084	1.4634
4.5407	0.2680
0.4342	2.4400
0.6862	1.5184
0.7371	1.4235
3.6548	0.6276
0.9775	1.1049
1.1217	0.9484
1.5180	0.7128
0.4068	2.7153
3.6268	0.6439
3.9309	0.4982
0.4074	2.6860
0.7881	1.3208
1.0440	1.0253
4.6101	0.2404
3.7753	0.5624
0.6068	1.7283
0.4531	2.2769
0.7852	1.3441
0.4744	2.1881
1.1625	0.9161
0.8497	1.2269
0.8767	1.2138
1.0890	0.9844
1.4230	0.7572
0.6836	1.5297
4.9167	0.1391
4.8393	0.1596
3.7067	0.6075
1.3033	0.8248
0.6493	1.6336
4.8301	0.1744
1.3650	0.7926
0.5168	2.0092
3.9575	0.4757
5.3336	0.0278
1.7306	0.6789
0.6685	1.5458
0.5432	1.9049
0.4055	2.7370
1.1811	0.9034
5.2693	0.0315
3.9939	0.4639
0.4110	2.6382
0.4399	2.3714
0.4096	2.6651
0.4656	2.2180
1.5482	0.6948
0.5837	1.7802
0.4274	2.4675
1.2115	0.8866
4.3412	0.3514
0.4349	2.4044
0.5533	1.8858
0.4747	2.1851
5.0475	0.0967
0.7779	1.3743
4.8776	0.1567
0.5713	1.8218
4.4870	0.2875
1.3232	0.8103
1.1149	0.9663
1.2780	0.8555
0.4882	2.1300
0.4260	2.4941
0.6585	1.5740
0.8023	1.3135
4.5525	0.2605
1.0259	1.0846
0.6584	1.6062
4.1408	0.4040
0.5798	1.7974
1.0271	1.0452
0.4427	2.3581
1.6921	0.6916
1.3972	0.7755
4.3533	0.3365
0.6990	1.4987
1.0723	1.0102
4.0802	0.4246
0.4459	2.3133
0.9373	1.1233
1.5452	0.6960
0.8163	1.2920
0.9510	1.1178
0.6243	1.6675
4.1817	0.4020
0.8189	1.2732
0.5257	1.9501
0.8919	1.1998
4.1126	0.4116
1.2794	0.8337
0.7320	1.4369
3.8648	0.5088
3.7962	0.5621
1.2486	0.8759
0.5641	1.8582
0.4114	2.6115
0.4035	2.7973
0.4815	2.1512
0.8404	1.2565
0.4483	2.3094
0.4158	2.5446
0.4028	2.8091
0.5008	2.0782
