5.3603	0.0000
5.1328	0.0719
4.7093	0.1983
4.4158	0.2870
4.6653	0.2080
4.2233	0.3466
5.0950	0.0826
4.7927	0.1661
4.9805	0.1130
4.8848	0.1517
3.9710	0.4438
0.8024	1.5436
5.1850	0.0674
3.7935	0.5190
1.4908	1.0898
3.4597	0.6720
5.3541	0.0205
1.0965	1.3149
3.5586	0.6230
3.7053	0.5454
2.9077	0.9012
0.7595	1.5883
1.0502	1.3519
3.1010	0.8678
3.1658	0.8446
3.8947	0.4699
1.3552	1.1352
2.8812	0.9225
4.3751	0.3015
3.6077	0.6057
0.6996	1.6539
3.6299	0.5867
5.0538	0.1043
3.1294	0.8592
4.4536	0.2756
1.4268	1.1267
1.5766	1.0693
2.7773	1.0042
4.7406	0.1855
3.4894	0.6648
3.9952	0.4301
1.0160	1.3651
1.3160	1.1713
4.3180	0.3241
3.0343	0.8835
3.6688	0.5656
1.3006	1.1824
3.8278	0.5057
0.1592	3.8574
3.6371	0.5687
4.8418	0.1568
3.1910	0.8063
0.6556	1.6736
1.5433	1.0767
0.2331	2.9266
4.1212	0.3841
3.8576	0.4901
5.2676	0.0390
4.5893	0.2382
4.5255	0.2540
4.1964	0.3634
1.4444	1.0983
5.3603	0.0000
3.2964	0.7496
1.2407	1.2002
4.0510	0.4141
0.5622	1.7885
0.7676	1.5602
0.3356	2.4332
1.6250	1.0442
3.7799	0.5298
1.1205	1.2862
2.7946	0.9953
2.8534	0.9356
0.8878	1.4123
0.9816	1.3789
3.4333	0.6816
0.1631	3.6441
3.5131	0.6398
4.1620	0.3740
3.2377	0.7763
5.0192	0.1128
0.3092	2.4867
1.3275	1.1372
0.9550	1.3948
1.0590	1.3273
1.1987	1.2307
0.6107	1.7323
0.1824	3.3117
0.3076	2.5101
0.3454	2.3061
4.5470	0.2481
0.1600	3.7214
4.3550	0.3125
3.3910	0.7054
0.6401	1.6922
1.2338	1.2175
0.1759	3.4479
0.1626	3.6841
0.3647	2.2066
0.1865	3.2429
0.4088	2.0995
0.2521	2.8000
0.1910	3.2120
0.3591	2.2615
0.3155	2.4551
1.5960	1.0559
0.5023	1.8952
4.2729	0.3345
0.2510	2.8598
0.7222	1.6048
0.5549	1.8145
0.3047	2.5392
3.7595	0.5399
0.4994	1.9455
0.4522	2.0174
2.8110	0.9697
0.5300	1.8545
0.2942	2.5795
5.2258	0.0454
4.9543	0.1255
0.1666	3.5782
0.3978	2.1807
0.3610	2.2201
2.8341	0.9623
0.1857	3.2571
3.1737	0.8204
0.2216	3.0017
0.3921	2.1878
0.2136	3.0461
0.8091	1.5088
4.9034	0.1376
0.8169	1.4528
0.2423	2.8798
4.7713	0.1753
5.3052	0.0235
0.1776	3.3422
0.2954	2.5526
0.3991	2.1320
0.2626	2.6768
0.3442	2.3147
0.5741	1.7492
0.5172	1.8747
0.6386	1.7304
0.2863	2.6000
0.2284	2.9626
0.2144	3.0366
3.5928	0.6154
0.2549	2.7353
0.3414	2.3507
0.4151	2.0538
3.8861	0.4765
4.4766	0.2638
0.2510	2.8020
0.1636	3.5861
0.3474	2.2669
0.2061	3.1174
3.3370	0.7352
3.2681	0.7735
3.9301	0.4595
0.2045	3.1544
0.2757	2.6520
3.3685	0.7193
4.0821	0.4043
0.2101	3.0783
4.6107	0.2197
0.5387	1.8378
1.1483	1.2451
0.1688	3.4696
2.6853	1.0117
0.1553	3.8735
0.4643	1.9636
0.4604	1.9927
3.3916	0.6902
0.4133	2.0657
