0.1545	0.1048	0.7207
0.4000	0.1912	0.1839
0.2092	0.1685	0.4137
0.2175	0.1783	0.4957
0.4136	0.1849	0.1799
0.2202	0.1510	0.4091
0.5701	0.2224	0.1207
0.4327	0.1947	0.1795
0.2894	0.1568	0.2200
0.6558	0.2207	0.0926
0.5034	0.1933	0.1890
0.2722	0.1528	0.2330
0.6692	0.2193	0.0834
0.5293	0.1914	0.1865
0.2626	0.1566	0.2408
