0.1679	0.1068	0.7252
0.2510	0.2459	0.1701
0.1888	0.1670	0.4410
0.2754	0.1927	0.4405
0.2953	0.2520	0.1737
0.2546	0.1701	0.4396
0.5658	0.1990	0.1673
0.3167	0.2556	0.1641
0.4079	0.2311	0.2051
0.6415	0.2027	0.1270
0.3079	0.2493	0.1659
0.3986	0.2188	0.2084
0.6580	0.1852	0.1280
0.3076	0.2380	0.1909
0.3940	0.2226	0.2063
