5.3603	0.0000
5.3129	0.0202
4.7154	0.1888
4.4809	0.2634
4.7593	0.1851
5.1912	0.0615
4.2525	0.3353
5.1008	0.0925
5.0484	0.1118
4.1070	0.3965
0.9563	1.1766
0.1125	3.4132
3.4477	0.6930
5.1406	0.0851
4.7848	0.1741
1.6405	0.8278
1.5043	0.8982
4.0808	0.4087
0.6454	1.4848
3.5900	0.6191
4.9302	0.1284
3.5192	0.6785
0.6011	1.5289
4.6054	0.2191
5.0081	0.1167
0.3842	1.8996
3.9779	0.4430
4.3031	0.3176
4.5618	0.2302
4.8311	0.1591
0.1227	3.2904
0.1566	2.8708
1.6230	0.8453
5.2656	0.0441
0.1127	3.3726
0.1032	3.5847
1.5517	0.8883
0.1048	3.5015
3.7368	0.5633
0.7615	1.3416
3.8222	0.5090
1.0066	1.1302
0.3249	2.0570
3.3809	0.7167
0.2413	2.3548
0.1714	2.7441
0.1172	3.3303
0.9128	1.2225
0.3629	1.9569
3.4270	0.7028
0.6316	1.5150
0.4479	1.7864
1.1931	1.0232
0.1905	2.6673
3.5388	0.6606
3.9304	0.4604
5.2971	0.0353
1.2762	0.9944
1.6779	0.8161
4.4194	0.2865
3.8000	0.5286
0.4985	1.7008
0.5136	1.6660
0.3065	2.1132
3.8877	0.4680
0.1351	3.1102
4.6226	0.2139
0.1019	3.6061
1.0711	1.0705
0.7764	1.3124
0.3941	1.8667
0.6684	1.4238
0.0967	3.8067
0.0950	3.8424
4.6666	0.2086
0.1104	3.4581
1.3450	0.9628
5.3536	0.0153
3.3359	0.7617
0.8868	1.2463
0.0985	3.6822
0.2230	2.4252
2.0731	0.7622
0.5990	1.5519
0.1808	2.6912
4.0450	0.4211
0.2552	2.3115
3.6942	0.5759
0.5383	1.6292
1.0683	1.0866
3.3976	0.7087
0.1034	3.5434
4.8790	0.1389
4.1835	0.3564
0.9335	1.1975
5.1875	0.0665
4.9856	0.1276
5.2470	0.0610
4.9164	0.1318
0.1990	2.6124
0.1561	2.9207
0.4313	1.8051
0.1233	3.2539
4.7112	0.1984
0.1255	3.2326
4.0295	0.4327
0.2654	2.2632
0.2909	2.1478
4.5500	0.2450
0.0968	3.7635
0.1657	2.8106
0.1260	3.1748
1.1109	1.0564
4.3918	0.2976
1.0285	1.1143
5.3603	0.0000
0.2566	2.2924
0.0972	3.7458
3.6043	0.6072
0.2353	2.4064
4.3313	0.3075
0.3171	2.0792
0.0935	3.9468
1.3713	0.9384
3.8708	0.4819
1.5767	0.8462
0.2380	2.3795
0.7353	1.3557
1.1685	1.0530
0.1278	3.1706
3.8495	0.4922
1.4124	0.9071
4.3479	0.3059
4.1621	0.3691
0.1370	3.0596
0.5871	1.5819
0.3442	1.9884
3.3552	0.7556
0.1792	2.7155
0.8118	1.2889
0.3668	1.9180
2.0328	0.7699
0.2732	2.2134
0.5120	1.6746
0.1448	2.9961
1.9745	0.7886
0.1061	3.4953
0.1340	3.1129
1.5718	0.8624
0.2129	2.5183
0.2549	2.3365
3.9566	0.4487
0.5538	1.6061
0.1916	2.6278
0.8536	1.2742
1.1961	0.9957
1.3164	0.9823
0.2711	2.2295
0.4640	1.7194
0.2203	2.4641
4.5194	0.2633
1.6813	0.8103
3.5440	0.6419
3.7730	0.5484
0.4646	1.7045
0.1007	3.6651
0.3282	2.0192
0.6657	1.4281
0.7037	1.3958
0.4109	1.8313
0.2019	2.5689
0.2904	2.1661
0.0924	3.9480
1.4957	0.9002
1.4078	0.9123
